status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
310039442421596_1260874564004741,"Jeremy Corbyn attacked SNP and Tory nationalism in Glasgow today.

Tory plans for a hard Brexit will start a race to the bottom on tax for big businesses. 

But independence would mean turbo charged austerity for our public services in Scotland, which are already facing a £327 million cut from the SNP.",Independence would mean 'turbo charged austerity' for Scotland,video,https://www.facebook.com/ScottishLabourParty/videos/1260874564004741/,2017-01-20 10:37:19,232,111,58,195,7,0,21,0,9
310039442421596_1260179694074228,"Kez today raised the case of Elaine Hanby from Nairn during First Minister's Questions.

Mrs Hanby is the chair of the Royal Navy and Royal Marines Widows' Association, and was diagnosed with a cataract two years ago. She has been told to expect a 12-month wait for a consultation, even though the SNP promises no patient should wait longer than 12 weeks.

The wait is so bad that Mrs Hanby is considering going to Europe for treatment.

All this comes in the week the Chair of BMA Scotland warned our NHS is at 'breaking point' and the worst A&E waiting times were published in two years.

Instead of dividing Scotland by rerunning the arguments for a second independence referendum, the SNP should focus on running our NHS.",Doctors are getting sick of SNP spin abour our NHS,video,https://www.facebook.com/ScottishLabourParty/videos/1260179694074228/,2017-01-19 12:39:19,76,38,28,66,4,0,1,4,1
310039442421596_1259126444179553,,Anas Sarwar,video,https://www.facebook.com/anas.sarwar/videos/879290938840416/,2017-01-18 13:17:44,93,22,0,84,1,0,4,1,3
310039442421596_1257610450997819,"READ: Kezia Dugdale's response to Theresa May's Brexit speech today. 

http://www.scottishlabour.org.uk/blog/entry/the-tories-have-put-the-union-at-risk-by-furthering-the-sort-of-divisions-t",'The Tories have put the Union at risk by furthering the sort of divisions the SNP thrive on',link,http://www.scottishlabour.org.uk/blog/entry/the-tories-have-put-the-union-at-risk-by-furthering-the-sort-of-divisions-t,2017-01-17 11:48:45,34,22,10,30,1,0,2,0,1
310039442421596_1256363387789192,"Our cities are the key to a stronger, fairer economy across Scotland.

Tonight, in a keynote speech, Kezia Dugdale will outline plans for a radical approach to the economy.

http://www.scotsman.com/news/politics/kezia-dugdale-in-call-for-new-dedicated-cities-minister-1-4340289",Kezia Dugdale in call for new dedicated cities minister,link,http://www.scotsman.com/news/politics/kezia-dugdale-in-call-for-new-dedicated-cities-minister-1-4340289,2017-01-16 04:44:10,23,16,5,20,0,0,3,0,0
310039442421596_1255750041183860,"Scotland's NHS is being stretched to ""breaking point"", according to a doctors' leader.

It is now clear that the SNP's failure to properly workforce plan has left our dedicated NHS staff over-worked, under-valued and under-resourced. 

http://www.bbc.co.uk/news/uk-scotland-scotland-politics-38628343",BMA: Scotland's NHS is stretched to 'breaking point' - BBC News,link,http://www.bbc.co.uk/news/uk-scotland-scotland-politics-38628343,2017-01-15 13:09:22,61,15,32,50,0,0,2,2,7
310039442421596_1254727104619487,"Scottish Labour activists have been out on the doorsteps, campaigning to protect our public services from SNP cuts.

The SNP is cutting £327million from local services this year.
Scottish Labour would invest in our local communities, including schools and care for the elderly.

But while we were campaigning for our public services, nationalists were at a Scottish Independence Convention in Glasgow. 

Read more about Scottish Labour's plan to protect our public services here: http://www.scottishlabour.org.uk/blog/entry/protect-our-public-services",Protect Our Public Services,link,http://www.scottishlabour.org.uk/blog/entry/protect-our-public-services,2017-01-14 11:24:57,79,20,64,78,0,0,1,0,0
310039442421596_1253724638053067,"The SNP should think again on cuts to maternity services at the Vale of Leven and Inverclyde.

After distressing reports of pregnant mothers being turned away from the Queen Elizabeth in Glasgow, it makes no sense to cut further maternity services in the area.

Labour's Anas Sarwar has written to SNP Health Secretary Shona Robison calling on her to see sense. 

http://www.heart.co.uk/scotland/news/local/ministers-urged-to-think-agai/#72WktXuQkVe1l8VJ.97",Ministers Urged To Think Again On Maternity Services Cuts,link,http://www.heart.co.uk/scotland/news/local/ministers-urged-to-think-agai/#72WktXuQkVe1l8VJ.97,2017-01-13 09:48:39,44,7,11,40,0,0,0,1,3
310039442421596_1252796291479235,"The SNP promised 4 major trauma centres for our NHS in Edinburgh, Aberdeen, Glasgow and Dundee that would be up and running by 2016.

But Nicola Sturgeon has admitted they will be delayed for 3 more years. 

When it comes to our NHS, the SNP isn't delivering for our staff or patients. All the Nationalists are delivering are broken promises.",SNP NHS broken promises,video,https://www.facebook.com/ScottishLabourParty/videos/1252796291479235/,2017-01-12 10:12:08,90,31,40,76,1,0,4,0,9
310039442421596_1251859671572897,"Theresa May's blind trust in a hard Brexit is identical to the SNP's blind faith in independence. 

Scots who voted both Yes and No want to move on from arguments of the past. But the Tories' reckless Brexit gamble means the SNP is restarting its campaign for independence.",Theresa May's blind trust in hard Brexit,video,https://www.facebook.com/ScottishLabourParty/videos/1251859671572897/,2017-01-11 12:01:04,72,34,10,58,1,0,6,0,7
310039442421596_1251279744964223,"Scottish Labour has launched its vision for local government.

In May, Scotland faces an election that will decide the future of our public services. We can continue with Tory and SNP cuts - or we can invest in local services.

Scottish Labour will fight for an overhaul of the tax system to make it fairer and more progressive. Watch deputy leader Alex Rowley explain Scottish Labour's priorities, then read our national framework here: http://bit.ly/2jeJvyO",,video,https://www.facebook.com/ScottishLabourParty/videos/1251279744964223/,2017-01-10 16:51:12,76,25,47,67,0,0,9,0,0
310039442421596_1250202271738637,"In the past year more than 300 children and young people waited over a year for mental health treatment and support.

That's a national scandal. The longer a patient has to wait for treatment the more likely it is that their condition will get worse.

As a start, Labour wants to see guaranteed access to a qualified counsellor for every high school in Scotland.

http://www.scotsman.com/news/hundreds-wait-over-a-year-for-mental-health-treatment-1-4335067",Hundreds wait over a year for mental health treatment,link,http://www.scotsman.com/news/hundreds-wait-over-a-year-for-mental-health-treatment-1-4335067,2017-01-09 08:30:57,28,9,7,17,0,2,0,4,5
310039442421596_1248440708581460,"An average of 21 NHS operations are cancelled every day in Scotland because a lack of capacity or resources. That's the reality of a decade of SNP mismanagement and cuts.

Read more: https://stv.tv/news/politics/1377409-nhs-scotland-forced-to-cancel-average-of-21-operations-a-day/",NHS Scotland forced to cancel average of 21 operations a day,link,https://stv.tv/news/politics/1377409-nhs-scotland-forced-to-cancel-average-of-21-operations-a-day/,2017-01-07 05:41:55,79,38,37,52,0,0,2,8,17
310039442421596_1246908872067977,"2017 is the year to save our Union following the reckless actions of the SNP and the Tories.

Read more about Kezia Dugdale's plan for a new Act of Union here:

http://www.scottishlabour.org.uk/blog/entry/the-year-to-save-our-union",The year to save our Union,link,http://www.scottishlabour.org.uk/blog/entry/the-year-to-save-our-union,2017-01-05 10:17:07,35,31,4,28,1,0,5,1,0
310039442421596_1245911402167724,"This week, rail fares increased across the ScotRail network.

Scottish Labour doesn't think that's fair.

Here's Scottish Labour's plan for a new approach to our railways: http://www.scottishlabour.org.uk/blog/entry/a-new-approach-to-our-railways#sthash.rtmdvC0y.dpuf",A new approach to our railways,link,http://www.scottishlabour.org.uk/blog/entry/a-new-approach-to-our-railways#sthash.rtmdvC0y.dpuf,2017-01-04 07:16:49,72,19,24,62,0,0,5,0,5
310039442421596_1245162555575942,"Don't miss Kezia Dugdale's column in the Daily Record, now published every Tuesday. 

Here's five reasons to be optimistic about 2017: http://www.dailyrecord.co.uk/news/politics/good-riddance-terrible-2016-here-9551697",Good riddance to a terrible 2016 and here is why 2017 will be better,link,http://www.dailyrecord.co.uk/news/politics/good-riddance-terrible-2016-here-9551697,2017-01-03 08:44:59,44,20,12,38,2,0,3,1,0
310039442421596_1244294192329445,"The Tories' £2 billion cuts bombshell for Scotland.

New figures have revealed that Scotland will lose around £2 billion over the lifetime of this parliament through Tory tax breaks for the richest and social security cuts for the poorest. 

Read more at:
http://www.scottishlabour.org.uk/blog/entry/the-tories-2-billion-cuts-bombshell-for-scotland",The Tories' £2 billion cuts bombshell for Scotland,link,http://www.scottishlabour.org.uk/blog/entry/the-tories-2-billion-cuts-bombshell-for-scotland,2017-01-02 08:08:31,32,25,10,28,1,0,1,0,2
310039442421596_1239995199426011,"New research published today by Labour shows that people in Scotland are missing out on over £2billion of social security payments. This includes unclaimed state pension money, tax credits and more.

The government must do more to ensure that people get the support they are entitled to.

Read the full story here: http://www.dailyrecord.co.uk/news/politics/call-fairer-benefits-system-poor-9524340",Poor Scots are missing out on £2bn in benefits every year,link,http://www.dailyrecord.co.uk/news/politics/call-fairer-benefits-system-poor-9524340,2016-12-28 05:24:10,22,13,2,21,0,0,0,1,0
310039442421596_1238580349567496,"Private landlords have raked in billions of pounds through housing benefit in Scotland.

It's clear the system isn't working. We need real action on Scotland's housing crisis, with an accelerated programme of housebuilding. 

http://www.eveningtimes.co.uk/news/14987761.Call_to_reform_private_rented_housing_sector_in_Scotland/",Call to reform private rented housing sector in Scotland,link,http://www.eveningtimes.co.uk/news/14987761.Call_to_reform_private_rented_housing_sector_in_Scotland/,2016-12-26 06:47:22,86,22,13,84,1,0,1,0,0
310039442421596_1236977879727743,"""My hope is that by next Christmas we will be more united as a nation, and can leave the arguments of the past behind us.""

Read Kezia Dugdale's Christmas message here  - http://www.scottishlabour.org.uk/blog/entry/kezia-dugdales-christmas-message",Kezia Dugdale's Christmas message,link,http://www.scottishlabour.org.uk/blog/entry/kezia-dugdales-christmas-message,2016-12-24 06:06:55,80,24,19,79,0,0,1,0,0
310039442421596_1235491306543067,"Here's the SNP's record in government:

- The NHS and police in crisis.
- School standards slipping.
- The budget unravelling.

It's time to use the powers to stop the cuts.",Here's the SNP's record in government,video,https://www.facebook.com/ScottishLabourParty/videos/1235491306543067/,2016-12-22 08:28:58,123,30,34,116,4,0,0,0,3
310039442421596_1234747999950731,"The SNP promised to make cutting the attainment gap between the richest and the rest its top priority in government.

Instead we can reveal that ministers are set to cut the Educational Maintenance Allowance by 25%.

http://www.scotsman.com/news/education/snp-accused-of-education-pledge-con-as-student-support-falls-1-4323094",SNP accused of education pledge 'con' as student support falls,link,http://www.scotsman.com/news/education/snp-accused-of-education-pledge-con-as-student-support-falls-1-4323094,2016-12-21 11:50:38,65,13,71,50,0,0,0,1,14
310039442421596_1233694436722754,"The SNP budget would make the Tories proud - £327 million of cuts to local services, and tax cuts for the richest.

Read Kezia Dugdale in the Daily Record today.

http://www.dailyrecord.co.uk/news/politics/tories-would-proud-snp-cuts-9487078",The Tories would be proud of SNP cuts writes Kezia Dugdale,link,http://www.dailyrecord.co.uk/news/politics/tories-would-proud-snp-cuts-9487078,2016-12-20 08:46:14,90,20,31,82,0,1,0,3,4
310039442421596_1232819700143561,"The number of Scots paid less than the living wage has soared by 70,000 since 2013.

We need a living wage guarantee in public contracts and to use the new powers of the Scottish Parliament to invest in education to create high skilled, high paid jobs.

The SNP has voted against both.

http://www.scotsman.com/news/politics/fifth-of-scots-struggling-on-pay-below-real-living-wage-1-4320841",Fifth of Scots struggling on pay below real living wage,link,http://www.scotsman.com/news/politics/fifth-of-scots-struggling-on-pay-below-real-living-wage-1-4320841,2016-12-19 07:47:22,49,13,23,41,0,0,0,1,7
310039442421596_1230404443718420,"Here's what you need to know about the SNP budget

- £327 million of cuts to local services
- A tax cut the Tories would be proud of
- No 50p top rate of tax on the richest

Read the briefing here: http://www.scottishlabour.org.uk/blog/entry/the-briefing-scottish-budget",Timeline Photos,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1230404443718420/?type=3,2016-12-16 13:41:52,77,25,42,62,1,0,2,1,11
310039442421596_1229468357145362,"REVEALED: The SNP budget cuts £327 million from local services in Scotland.

School results and teacher numbers are in decline. 

Our valued NHS workers are overstretched.

But the SNP has decided to cut even more from local services.

We don't have to carry on like this, we can stop the cuts and use the new powers to tax the richest to invest instead.",The SNP want to cut £327 million from local services,video,https://www.facebook.com/ScottishLabourParty/videos/1229468357145362/,2016-12-15 12:29:35,157,98,101,118,1,0,14,5,19
310039442421596_1229302817161916,"WATCH: Kezia Dugdale at First Minister's Questions today.

Labour won't vote for a budget which carries on the cuts to schools and local services.

The question is, why would the SNP?",Stop the cuts and invest in schools.,video,https://www.facebook.com/ScottishLabourParty/videos/1229302817161916/,2016-12-15 09:31:29,66,24,13,62,3,0,0,0,1
310039442421596_1228620933896771,"WATCH: The SNP and the Tories unite to vote down Labour's plan for a 50p top rate of tax on the richest to invest in our schools. 

After all the cuts our schools have faced, the SNP still won't use the new tax powers of the Scottish Parliament to invest in education.",SNP and the Tories vote against 50p top rate of tax.,video,https://www.facebook.com/ScottishLabourParty/videos/1228620933896771/,2016-12-14 13:53:36,96,28,82,58,0,1,0,5,32
310039442421596_1228286687263529,"Our children have paid a price for 10 years of SNP education cuts

After these headlines it would be disgraceful if the SNP cut local education budgets tomorrow.

.",Photos from Scottish Labour Party's post,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1228285987263599/?type=3,2016-12-14 05:27:55,57,13,32,52,0,0,0,0,5
310039442421596_1227565437335654,"It's time for the SNP to drop the spin and deliver for passengers. 

Passengers deserve a break. That's why Labour wants a freeze on all ScotRail fares next year. 

Agree with us? Sign our petition now.
 
http://www.scottishlabour.org.uk/page/s/labour-backs-a-2017-fare-freeze",Freeze ScotRail fares in 2017,video,https://www.facebook.com/ScottishLabourParty/videos/1227565437335654/,2016-12-13 11:53:56,93,46,24,81,2,0,10,0,0
310039442421596_1227307270694804,"REVEALED: The SNP has slashed spending on schools by more than £500 per pupil

New figures released by the independent experts at the Scottish Parliament Information Centre shows the 8% fall.

Kez Dugdale revealed the figures in her Daily Record column today ahead of Thursday's draft Scottish budget.

Read more here: http://www.dailyrecord.co.uk/news/politics/use-scottish-parliaments-power-challenge-9444661","Use Scottish Parliament's power to challenge austerity, writes Kezia Dugdale",link,http://www.dailyrecord.co.uk/news/politics/use-scottish-parliaments-power-challenge-9444661,2016-12-13 05:45:34,58,10,30,43,0,1,0,1,13
310039442421596_1226480964110768,"Under the SNP we have 4,000 fewer teachers in our schools, social care visits reduced to 15 minutes, and 150,000 Scots on housing waiting lists.

Read Alex Rowley on the SNP's cuts to our councils in Labourlist today.

http://labourlist.org/2016/12/snp-cuts-are-tearing-at-the-fabric-of-our-public-services-writes-scottish-labours-deputy-leader/",labourlist.org,link,http://labourlist.org/2016/12/snp-cuts-are-tearing-at-the-fabric-of-our-public-services-writes-scottish-labours-deputy-leader/,2016-12-12 07:54:10,43,8,8,40,0,0,0,0,3
310039442421596_1225668337525364,"The SNP's childcare claims are in tatters, as new figures show that a third of four year-olds are missing out on a funded place at nursery.

The SNP claimed that 98 per cent of three and four-year-olds took up a place – but the experts at the Care Inspectorate say otherwise.

We need a childcare system that fits around the lives of working parents, not just on election leaflets.

http://www.clyde1.com/scottish-news/scottish-labour-claims-a-third-of-kids-are-missing-out-on-childcare-entitlement/",Scottish Labour claims a third of kids are missing out on childcare entitlement,link,http://www.clyde1.com/scottish-news/scottish-labour-claims-a-third-of-kids-are-missing-out-on-childcare-entitlement/,2016-12-11 12:15:21,30,8,9,26,0,1,0,1,2
310039442421596_1224618370963694,"This week at First Minister's Questions Kez Dugdale called for the remit of the  Scottish Child Abuse Inquiry to be extended.

Labour supports the survivors groups who have called for the inquiry's remit be extended to all situations where a duty of care existed.",Survivors of abuse deserve justice,video,https://www.facebook.com/ScottishLabourParty/videos/1224618370963694/,2016-12-10 11:55:36,13,3,1,13,0,0,0,0,0
310039442421596_1223197061105825,"Who do you trust more on our schools, our teachers or the SNP?

Scotland's teachers have had their say on the SNP's plans for our schools.

Read what they had to say here: http://www.scottishlabour.org.uk/blog/entry/well-trust-teachers-not-the-snp-on-the-future-of-our-schools",Timeline Photos,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1223197061105825/?type=3,2016-12-09 07:32:31,174,27,121,148,0,1,5,3,17
310039442421596_1222409817851216,"On Wednesday Kez Dugdale made a major speech calling for a new Act of Union to save our UK from divisive nationalism. 
 
Here's what you need to know: http://www.scottishlabour.org.uk/blog/entry/the-briefing-a-new-act-of-union",The Briefing: A new Act of Union,link,http://www.scottishlabour.org.uk/blog/entry/the-briefing-a-new-act-of-union,2016-12-08 12:31:19,27,24,5,24,0,0,3,0,0
310039442421596_1222233477868850,"Survivors of child abuse deserve justice.

Today at First Minister's Questions Kezia Dugdale called for the Child Abuse inquiry to be extended.

Survivors groups have called for the remit to be extended to all situations where a duty of care was involved.",Labour call for Child Abuse Inquiry to be extended,video,https://www.facebook.com/ScottishLabourParty/videos/1222233477868850/,2016-12-08 09:33:22,22,1,2,22,0,0,0,0,0
310039442421596_1221134761312055,"We need a new Act of Union to save the UK from divisive nationalism.

A hard Brexit would be bad for Scotland - and breaking up the UK would be even worse. 

Watch Kez Dugdale speak at the IPPR today and read her full speech here: 

http://www.scottishlabour.org.uk/blog/entry/a-new-act-of-union-to-save-the-uk",Saving our Union,video,https://www.facebook.com/ScottishLabourParty/videos/1221134761312055/,2016-12-07 08:10:05,87,120,76,59,2,0,20,0,6
310039442421596_1221037434655121,A new Act of Union to save the UK,,status,,2016-12-07 05:53:57,25,1,7,23,1,0,0,0,1
310039442421596_1221001327992065,"Kez will make a major speech on the future of the UK today, calling for a new Act of Union, and setting out how we deal with the major economic and political problems we face as a country. 

You can watch live here from 10am.

http://www.ippr.org/events/kezia-dugdale-on-the-future-of-the-uk",Kezia Dugdale MSP on the future of the UK: the view from Scotland,link,http://www.ippr.org/events/kezia-dugdale-on-the-future-of-the-uk,2016-12-07 04:48:18,16,11,8,15,0,0,0,0,1
310039442421596_1220456714713193,"It's time to use the powers of the Scottish Parliament to invest in our schools.
 
Watch Iain Gray on how a decade of SNP control has sent Scottish education backwards - and how Labour has a plan to fix it.

Read more here - http://www.scottishlabour.org.uk/blog/entry/education-is-going-backwards-under-the-snp1",Education is going backwards under the SNP,video,https://www.facebook.com/ScottishLabourParty/videos/1220456714713193/,2016-12-06 13:04:16,55,5,10,55,0,0,0,0,0
310039442421596_1220147574744107,"A new worldwide survey has revealed Scottish education is going backwards under the SNP.
 
Here's what you need to know about the PISA stats, and what Labour would do to reverse the decline.

http://www.scottishlabour.org.uk/blog/entry/education-is-going-backwards-under-the-snp1",Timeline Photos,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1220147574744107/?type=3,2016-12-06 05:37:35,127,23,74,108,0,2,1,0,16
310039442421596_1219526421472889,"If Nicola Sturgeon doesn't use her powers to stop the cuts to public services, she's no better than a Tory.

Read Kezia Dugdale's Daily Record column here:

http://www.scottishlabour.org.uk/blog/entry/only-labour-councillors-will-spend-every-day-focused-on-protecting-our-vita",Only Labour councillors will spend every day focused on protecting our vital services.,link,http://www.scottishlabour.org.uk/blog/entry/only-labour-councillors-will-spend-every-day-focused-on-protecting-our-vita,2016-12-05 11:30:08,80,22,30,78,1,0,1,0,0
310039442421596_1216016865157178,,James Kelly MSP,video,https://www.facebook.com/JamesKellyRutherglen/videos/554293321430807/,2016-12-02 05:42:49,39,3,0,39,0,0,0,0,0
310039442421596_1215973415161523,,Scottish Labour Party,photo,https://www.facebook.com/ScottishLabourParty/photos/a.310046332420907.70792.310039442421596/1215973415161523/?type=3,2016-12-02 04:56:57,20,2,1,19,1,0,0,0,0
310039442421596_1215251608567037,"At First Minister's Questions, today Kez highlighted new figures which show that 53,257 patients waited longer than 12 weeks for treatment despite an SNP law which 'guarantees' faster treatment. The Treatment Time Guarantee came into force in October 2012. At the time the SNP said: ""The Treatment Time Guarantee will ensure that eligible patients start treatment within 12 weeks of the treatment being agreed."" 

Read more here 👉  http://bit.ly/2gD5P4a

📺 WATCH Kez at FMQ's here 👉  http://bit.ly/NHS-FMQs",Scottish Parliament TV,link,http://bit.ly/NHS-FMQs,2016-12-01 10:53:27,49,12,20,45,0,0,0,0,4
310039442421596_1215144515244413,,Kezia Dugdale,link,https://d3n8a8pro7vhmx.cloudfront.net/labourclp439/pages/232/attachments/original/1480500110/Edinburgh_Labour_Draft_Manifesto.pdf?1480500110,2016-12-01 08:29:40,4,3,0,4,0,0,0,0,0
310039442421596_1215064995252365,,Scottish Labour Party,photo,https://www.facebook.com/ScottishLabourParty/photos/a.310046332420907.70792.310039442421596/1215064995252365/?type=3,2016-12-01 06:39:15,21,1,0,21,0,0,0,0,0
310039442421596_1214275595331305,Tonight Kez led a members debate in the Scottish Parliament to mark World Aids Day.  In the speech Kez recalled the Mark Fowler storyline in Eastenders and has examined press cuttings from the time Princess Diana was photographed holding the hand of a man dying of AIDS in Canada.,Timeline Photos,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1214275595331305/?type=3,2016-11-30 15:07:04,9,0,1,9,0,0,0,0,0
310039442421596_1214265611998970,Kezia Dugdale's speech in tonight's member's debate in the Scottish Parliament marking World AIDS Day.,,status,,2016-11-30 15:01:18,3,0,3,3,0,0,0,0,0
310039442421596_1213848782040653,,St Andrew's Day is an opportunity to showcase to the world our belief in co-operation and solidarity,link,http://bit.ly/2gwU13f,2016-11-30 07:35:48,25,4,5,24,0,0,1,0,0
310039442421596_1213731098719088,,Iain Gray,photo,https://www.facebook.com/iaingrayeastlothian/photos/a.488518577879922.1073741830.488051107926669/1182303135168126/?type=3,2016-11-30 05:11:06,12,2,0,12,0,0,0,0,0
310039442421596_1213721772053354,,Kezia Dugdale,link,http://www.dailyrecord.co.uk/news/scottish-news/christmas-scotrail-fares-freeze-kezia-9349173,2016-11-30 04:50:52,14,3,0,14,0,0,0,0,0
310039442421596_1213721595386705,,James Kelly MSP,photo,https://www.facebook.com/JamesKellyRutherglen/photos/a.333688376824637.1073741829.333360370190771/553612331498906/?type=3,2016-11-30 04:50:29,20,4,0,20,0,0,0,0,0
310039442421596_1211977885561076,"Labour calls on the SNP to back a rail fares freeze

Writing in her Daily Record column today, Kez has once again called on the SNP to back Scottish Labour's call for a 2017 fare freeze.  Scottish rail passengers deserve a break!",Labour calls on the SNP to back a rail fares freeze,link,http://bit.ly/2fsIyos,2016-11-28 10:23:59,28,4,8,28,0,0,0,0,0
310039442421596_1188266417932223,,Scottish Labour Party's cover photo,photo,https://www.facebook.com/ScottishLabourParty/photos/a.325938167498390.75170.310039442421596/1188266417932223/?type=3,2016-11-28 10:18:37,57,6,3,53,3,0,1,0,0
310039442421596_1210837882341743,"REVEALED: Nearly 50 trains a day are cancelled or significantly late in Scotland. http://www.bbc.co.uk/news/uk-scotland-scotland-politics-38119043

Passengers deserve a break, that's why Labour wants to see a rail fare freeze in 2017.",Timeline Photos,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1210837882341743/?type=3,2016-11-27 06:09:31,42,12,9,42,0,0,0,0,0
310039442421596_1209648932460638,"Our NHS is in crisis.

Staff are undervalued and under increasing pressure, and it is patients who lose out.

That's why Labour campaigned across Scotland today to save our NHS.

The SNP? They were delivering surveys about a second independence referendum.

Tells you all you need to know really.",What matters to you?,video,https://www.facebook.com/ScottishLabourParty/videos/1209648932460638/,2016-11-26 12:48:37,54,47,13,49,0,0,3,0,2
310039442421596_1209464385812426,Our NHS is in crisis.Things can't go on as they are.,,status,,2016-11-26 11:04:56,13,4,2,13,0,0,0,0,0
310039442421596_1209270279165170,Our NHS is in distress after a decade of SNP mismanegement. Sign our petition! ✍✍✍  #SaveourNHS http://bit.ly/2gGYnIm,Scottish Labour Party,link,http://bit.ly/2gGYnIm,2016-11-26 08:47:58,35,10,4,34,0,0,1,0,0
310039442421596_1209231589169039,"It's our National Day of Action to #SaveourNHS and already hundreds of you are out campaigning and braving the cold!  

Here is a selection of images from the day so far!  We'll be updating as the day goes on so share your images with us!",,video,https://www.facebook.com/ScottishLabourParty/videos/1209231589169039/,2016-11-26 08:17:13,38,5,6,38,0,0,0,0,0
310039442421596_1208084032617128,"Tomorrow is our national campaign day to #SaveourNHS.  Events are taking place across the country so there is sure to be one near you.  Click here 
☞ http://bit.ly/LabEvents  to find your nearest campaign session.

The NHS is in distress after ten years of mismanagement by the SNP Government.  Sign our petition here ✎ http://bit.ly/2gGYnIm  and join us as we take our message to the streets this weekend.",Timeline Photos,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1208084032617128/?type=3,2016-11-25 10:51:25,12,4,3,12,0,0,0,0,0
310039442421596_1207997879292410,"Kez Dugdale was at Haymarket station  this morning talking to commuters about Labour's  plan for a 2017 fares freeze.

Scotland's passengers deserve a break after months of delayed, overcrowded or even cancelled trains.

Agree with us? Then sign our petition! - http://www.scottishlabour.org.uk/page/s/labour-backs-a-2017-fare-freeze",Labour backs a 2017 fare freeze,video,https://www.facebook.com/ScottishLabourParty/videos/1207997879292410/,2016-11-25 08:39:39,103,36,22,95,0,0,5,0,3
310039442421596_1207747779317420,"Was your train cancelled or delayed this morning? Standing room only? Skipping stops? 

We think passengers deserve something back, that's why we're campaigning for a 2017 rail fare freeze.

Agree with us? Sign our petition today!

http://www.scottishlabour.org.uk/page/s/labour-backs-a-2017-fare-freeze",Neil Bibby Fare Freeze,video,https://www.facebook.com/ScottishLabourParty/videos/1207747779317420/,2016-11-25 04:39:30,63,12,29,60,1,0,1,0,1
310039442421596_1206657036093161,"Passengers deserve a break. 

Too many trains are delayed, overcrowded, or even cancelled. 

Watch Kezia Dugdale outline a plan for a Fares Freeze at First Minister's Questions today.",Labour backs a 2016 fare freeze,video,https://www.facebook.com/ScottishLabourParty/videos/1206657036093161/,2016-11-24 14:00:44,34,2,5,33,0,0,0,0,1
310039442421596_379812415685771,,National Day of Action to #SaveOurNHS,event,https://www.facebook.com/events/379812415685771/,2016-11-24 08:21:16,7,2,0,7,0,0,0,0,0
310039442421596_1206301299462068,,Scottish Labour Party's cover photo,photo,https://www.facebook.com/ScottishLabourParty/photos/a.325938167498390.75170.310039442421596/1206301299462068/?type=3,2016-11-24 08:15:38,11,3,2,11,0,0,0,0,0
310039442421596_1206246696134195,"JUST ANNOUNCED: Labour has a plan to freeze all ScotRail fares next year. 

After weeks of misery, Scotland's passengers deserve a break. 

Read our plan here. http://bit.ly/Farefreeze1",Timeline Photos,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1206246696134195/?type=3,2016-11-24 07:15:53,34,13,26,33,1,0,0,0,0
310039442421596_1205231486235716,"Train late tonight? Cancelled? Standing room only?

Watch Neil Bibby demand urgent action to fix the SNP ScotRail shambles today.",Neil Bibby on the SNP ScotRail Shambles,video,https://www.facebook.com/ScottishLabourParty/videos/1205231486235716/,2016-11-23 12:17:43,39,7,6,37,0,0,2,0,0
310039442421596_1204954669596731,"After another morning of chaos on the railways SNP Transport Minister Humza Yousaf faces questions in the Scottish Parliament today.

Passengers need more action and less spin from the Transport Minister. You can watch here from 2.40pm this afternoon: 

http://www.scottishparliament.tv/Home/Index/9cc36303-8aa1-4b88-92a8-0e86448bc436",Timeline Photos,photo,https://www.facebook.com/ScottishLabourParty/photos/a.476899549068917.1073741825.310039442421596/1204954669596731/?type=3,2016-11-23 05:05:01,59,12,20,54,1,0,4,0,0
310039442421596_1203753169716881,,Kezia Dugdale,link,http://www.dailyrecord.co.uk/news/scottish-news/humza-yousaf-no-transport-expert-9297957,2016-11-22 04:59:27,19,11,0,19,0,0,0,0,0
310039442421596_1202618956496969,,James Kelly MSP,link,http://www.heraldscotland.com/news/14917123.Shona_Robison_has__record_of_failure__as_Health_Secretary__Labour_claims/?ref=twtrec,2016-11-21 07:38:48,76,12,0,67,1,0,0,0,8
310039442421596_1202618493163682,,Iain Gray: We must fight centralisation,link,http://www.eastlothiancourier.com/opinion/14911414.Iain_Gray__We_must_fight_centralisation/,2016-11-21 07:37:53,30,2,3,30,0,0,0,0,0
310039442421596_1202617209830477,,Rail passengers are fast losing confidence in the SNP Transport Minister.,link,http://bit.ly/2ge1KDp,2016-11-21 07:35:17,79,12,12,74,1,0,3,0,1
